dblp_key	custom_key	venue	year	author_label	base_key	original_bib_key
journals/tcs/AmbrozKMP19	TCS:AKMP19	tcs	2019	AKMP	TCS:AKMP19	DBLP:journals/tcs/AmbrozKMP19
journals/tcs/AcharyyaKMP24	TCS:AKMP24	tcs	2024	AKMP	TCS:AKMP24	DBLP:journals/tcs/AcharyyaKMP24
journals/tcs/AdigaKMRRS17	TCS:AKMRRS17	tcs	2017	AKMRRS	TCS:AKMRRS17	DBLP:journals/tcs/AdigaKMRRS17
journals/tcs/AshokKMS17	TCS:AKMS17	tcs	2017	AKMS	TCS:AKMS17	DBLP:journals/tcs/AshokKMS17
journals/tcs/AnagnostopoulosKMU11	TCS:AKMU11	tcs	2011	AKMU	TCS:AKMU11	DBLP:journals/tcs/AnagnostopoulosKMU11
journals/tcs/AmbainisKNRV13	TCS:AKNRV13	tcs	2013	AKNRV	TCS:AKNRV13	DBLP:journals/tcs/AmbainisKNRV13
journals/tcs/AichholzerKOPPR23	TCS:AKOPPR23	tcs	2023	AKOPPR	TCS:AKOPPR23	DBLP:journals/tcs/AichholzerKOPPR23
journals/tcs/AntoniadisKOR17	TCS:AKOR17	tcs	2017	AKOR	TCS:AKOR17	DBLP:journals/tcs/AntoniadisKOR17
journals/tcs/AvgustinovichKP16	TCS:AKPV16	tcs	2016	AKPV	TCS:AKPV16	DBLP:journals/tcs/AvgustinovichKP16
journals/tcs/AusielloKRS15	TCS:AKRS15	tcs	2015	AKRS	TCS:AKRS15	DBLP:journals/tcs/AusielloKRS15
journals/tcs/AusielloKRSSC19	TCS:AKRSSC19	tcs	2019	AKRSSC	TCS:AKRSSC19	DBLP:journals/tcs/AusielloKRSSC19
journals/tcs/AusielloKRSSC20	TCS:AKRSSC20	tcs	2020	AKRSSC	TCS:AKRSSC20	DBLP:journals/tcs/AusielloKRSSC20
journals/tcs/AlhazovKRV11	TCS:AKRV11	tcs	2011	AKRV	TCS:AKRV11	DBLP:journals/tcs/AlhazovKRV11
journals/tcs/ArdraKSS26	TCS:AKSS26	tcs	2026	AKSS	TCS:AKSS26	DBLP:journals/tcs/ArdraKSS26
journals/tcs/AgrawalKST21	TCS:AKST21	tcs	2021	AKST	TCS:AKST21	DBLP:journals/tcs/AgrawalKST21
journals/tcs/AsanoKTT04	TCS:AKTT04	tcs	2004	AKTT	TCS:AKTT04	DBLP:journals/tcs/AsanoKTT04
journals/tcs/AngeliniLBFPR20	TCS:ALBFPR20	tcs	2020	ALBFPR	TCS:ALBFPR20	DBLP:journals/tcs/AngeliniLBFPR20
journals/tcs/AngeliniLBFR15	TCS:ALBFR15	tcs	2015	ALBFR	TCS:ALBFR15	DBLP:journals/tcs/AngeliniLBFR15
journals/tcs/AnLHN13	TCS:ALHN13	tcs	2013	ALHN	TCS:ALHN13	DBLP:journals/tcs/AnLHN13
journals/tcs/AmirLLP19	TCS:ALLP19	tcs	2019	ALLP	TCS:ALLP19	DBLP:journals/tcs/AmirLLP19
journals/tcs/Abu-KhzamLMHP19	TCS:ALMHP19	tcs	2019	ALMHP	TCS:ALMHP19	DBLP:journals/tcs/Abu-KhzamLMHP19
journals/tcs/AronicaLMMM18	TCS:ALMMM18	tcs	2018	ALMMM	TCS:ALMMM18	DBLP:journals/tcs/AronicaLMMM18
journals/tcs/AlhazovLMPZ14	TCS:ALMPZ14	tcs	2014	ALMPZ	TCS:ALMPZ14	DBLP:journals/tcs/AlhazovLMPZ14
journals/tcs/AmirLMS20	TCS:ALMS20	tcs	2020	ALMS	TCS:ALMS20	DBLP:journals/tcs/AmirLMS20
journals/tcs/AmirLNPPS11	TCS:ALNPPS11	tcs	2011	ALNPPS	TCS:ALNPPS11	DBLP:journals/tcs/AmirLNPPS11
journals/tcs/AvinLPP12	TCS:ALPP12	tcs	2012	ALPP	TCS:ALPP12	DBLP:journals/tcs/AvinLPP12
journals/tcs/AmirLPS15	TCS:ALPS15	tcs	2015	ALPS	TCS:ALPS15	DBLP:journals/tcs/AmirLPS15
journals/tcs/AmatoLPT08	TCS:ALPT08	tcs	2008	ALPT	TCS:ALPT08	DBLP:journals/tcs/AmatoLPT08
journals/tcs/AnselmiLRMTP16	TCS:ALRMTP16	tcs	2016	ALRMTP	TCS:ALRMTP16	DBLP:journals/tcs/AnselmiLRMTP16
journals/tcs/AuLSY13	TCS:ALSY13	tcs	2013	ALSY	TCS:ALSY13	DBLP:journals/tcs/AuLSY13
journals/tcs/AungLTW19	TCS:ALTW19	tcs	2019	ALTW	TCS:ALTW19	DBLP:journals/tcs/AungLTW19
journals/tcs/AertsMBSV18	TCS:AMBSV18	tcs	2018	AMBSV	TCS:AMBSV18	DBLP:journals/tcs/AertsMBSV18
journals/tcs/AcetoMFI19	TCS:AMFI19	tcs	2019	AMFI	TCS:AMFI19	DBLP:journals/tcs/AcetoMFI19
journals/tcs/AzarMMPS11	TCS:AMMPS11	tcs	2011	AMMPS	TCS:AMMPS11	DBLP:journals/tcs/AzarMMPS11
journals/tcs/AliMSL20	TCS:AMSL20	tcs	2020	AMSL	TCS:AMSL20	DBLP:journals/tcs/AliMSL20
journals/tcs/AckermannNRV07	TCS:ANRV07	tcs	2007	ANRV	TCS:ANRV07	DBLP:journals/tcs/AckermannNRV07
journals/tcs/AlvesOSS21	TCS:AOSS21	tcs	2021	AOSS	TCS:AOSS21	DBLP:journals/tcs/AlvesOSS21
journals/tcs/AulettaPPP09	TCS:APPP09	tcs	2009	APPP	TCS:APPP09	DBLP:journals/tcs/AulettaPPP09
journals/tcs/AntoniottiPPSM04	TCS:APPSM04	tcs	2004	APPSM	TCS:APPSM04	DBLP:journals/tcs/AntoniottiPPSM04
journals/tcs/AndresPRS11	TCS:APRS11	tcs	2011	APRS	TCS:APRS11	DBLP:journals/tcs/AndresPRS11
journals/tcs/AmiriPRSSV25	TCS:APRSSV25	tcs	2025	APRSSV	TCS:APRSSV25	DBLP:journals/tcs/AmiriPRSSV25
journals/tcs/AsarinPSY08	TCS:APSY08	tcs	2008	APSY	TCS:APSY08	DBLP:journals/tcs/AsarinPSY08
journals/tcs/AnPWZ23	TCS:APWZ23	tcs	2023	APWZ	TCS:APWZ23	DBLP:journals/tcs/AnPWZ23
journals/tcs/AnandSASCS23	TCS:ASASCS23	tcs	2023	ASASCS	TCS:ASASCS23	DBLP:journals/tcs/AnandSASCS23
journals/tcs/Amir-KrollSCH08	TCS:ASCH08	tcs	2008	ASCH	TCS:ASCH08	DBLP:journals/tcs/Amir-KrollSCH08
journals/tcs/AmanSDB20	TCS:ASDB20	tcs	2020	ASDB	TCS:ASDB20	DBLP:journals/tcs/AmanSDB20
journals/tcs/Ayala-RinconSFN19	TCS:ASFNO19	tcs	2019	ASFNO	TCS:ASFNO19	DBLP:journals/tcs/Ayala-RinconSFN19
journals/tcs/AraujoSSS19	TCS:ASSS19	tcs	2019	ASSS	TCS:ASSS19	DBLP:journals/tcs/AraujoSSS19
journals/tcs/AkutsuTMT15	TCS:ATMT15	tcs	2015	ATMT	TCS:ATMT15	DBLP:journals/tcs/AkutsuTMT15
journals/tcs/AnnYTH12	TCS:AYTH12	tcs	2012	AYTH	TCS:AYTH12	DBLP:journals/tcs/AnnYTH12
journals/tcs/AbasiAB16	TCS:AbaAbdBsh16	tcs	2016	AbaAbdBsh	TCS:AbaAbdBsh16	DBLP:journals/tcs/AbasiAB16
journals/tcs/AbasiBM18	TCS:AbaBshMaz18	tcs	2018	AbaBshMaz	TCS:AbaBshMaz18	DBLP:journals/tcs/AbasiBM18
journals/tcs/AbadiC06	TCS:AbaCor06	tcs	2006	AbaCor	TCS:AbaCor06	DBLP:journals/tcs/AbadiC06
journals/tcs/AbadiF04	TCS:AbaFou04	tcs	2004	AbaFou	TCS:AbaFou04	DBLP:journals/tcs/AbadiF04
journals/tcs/AbamQ19	TCS:AbaQaf19	tcs	2019	AbaQaf	TCS:AbaQaf19	DBLP:journals/tcs/AbamQ19
journals/tcs/AbasV20	TCS:AbaVet20	tcs	2020	AbaVet	TCS:AbaVet20	DBLP:journals/tcs/AbasV20
journals/tcs/AbbottAG05	TCS:AbbAltGha05	tcs	2005	AbbAltGha	TCS:AbbAltGha05	DBLP:journals/tcs/AbbottAG05
journals/tcs/AbbesB08	TCS:AbbBen08	tcs	2008	AbbBen	TCS:AbbBen08	DBLP:journals/tcs/AbbesB08
journals/tcs/AbbesHM14	TCS:AbbHbaMer14	tcs	2014	AbbHbaMer	TCS:AbbHbaMer14	DBLP:journals/tcs/AbbesHM14
journals/tcs/AbbesK06	TCS:AbbKei06	tcs	2006	AbbKei	TCS:AbbKei06	DBLP:journals/tcs/AbbesK06
journals/tcs/AbboudR25	TCS:AbbRon25	tcs	2025	AbbRon	TCS:AbbRon25	DBLP:journals/tcs/AbboudR25
journals/tcs/AbbasiS08	TCS:AbbShe08	tcs	2008	AbbShe	TCS:AbbShe08	DBLP:journals/tcs/AbbasiS08
journals/tcs/Abbas26	TCS:Abbas26	tcs	2026	Abbas	TCS:Abbas26	DBLP:journals/tcs/Abbas26
journals/tcs/Abbes14	TCS:Abbes14	tcs	2014	Abbes	TCS:Abbes14	DBLP:journals/tcs/Abbes14
journals/tcs/AbdeddaimAM06	TCS:AbdAsaMal06	tcs	2006	AbdAsaMal	TCS:AbdAsaMal06	DBLP:journals/tcs/AbdeddaimAM06
journals/tcs/Abdallah022	TCS:AbdChe22	tcs	2022	AbdChe	TCS:AbdChe22	DBLP:journals/tcs/Abdallah022
journals/tcs/AbdalaS20	TCS:AbdSan20	tcs	2020	AbdSan	TCS:AbdSan20	DBLP:journals/tcs/AbdalaS20
journals/tcs/Abdo13	TCS:Abdo13	tcs	2013	Abdo	TCS:Abdo13	DBLP:journals/tcs/Abdo13
journals/tcs/AberkaneC05	TCS:AbeCur05	tcs	2005	AbeCur	TCS:AbeCur05	DBLP:journals/tcs/AberkaneC05
journals/tcs/AbedH15	TCS:AbeHua15	tcs	2015	AbeHua	TCS:AbeHua15	DBLP:journals/tcs/AbedH15
journals/tcs/AbeK04	TCS:AbeKha04	tcs	2004	AbeKha	TCS:AbeKha04	DBLP:journals/tcs/AbeK04
journals/tcs/AbelMU05	TCS:AbeMatUus05	tcs	2005	AbeMatUus	TCS:AbeMatUus05	DBLP:journals/tcs/AbelMU05
journals/tcs/AbhinavJS25	TCS:AbhJanSah25	tcs	2025	AbhJanSah	TCS:AbhJanSah25	DBLP:journals/tcs/AbhinavJS25
journals/tcs/AbiadAM24	TCS:AbiAlvMes24	tcs	2024	AbiAlvMes	TCS:AbiAlvMes24	DBLP:journals/tcs/AbiadAM24
journals/tcs/AbiadBG21	TCS:AbiBriGri21	tcs	2021	AbiBriGri	TCS:AbiBriGri21	DBLP:journals/tcs/AbiadBG21
journals/tcs/AbrahamA17	TCS:AbrAmr17	tcs	2017	AbrAmr	TCS:AbrAmr17	DBLP:journals/tcs/AbrahamA17
journals/tcs/AbramsC14	TCS:AbrCow14	tcs	2014	AbrCow	TCS:AbrCow14	DBLP:journals/tcs/AbramsC14
journals/tcs/AbriolaFS15	TCS:AbrFigSen15	tcs	2015	AbrFigSen	TCS:AbrFigSen15	DBLP:journals/tcs/AbriolaFS15
journals/tcs/AbramLR20	TCS:AbrLapReu20a	tcs	2020	AbrLapReu	TCS:AbrLapReu20	DBLP:journals/tcs/AbramLR20
journals/tcs/AbramLR20a	TCS:AbrLapReu20b	tcs	2020	AbrLapReu	TCS:AbrLapReu20	DBLP:journals/tcs/AbramLR20a
journals/tcs/AbramskyM05	TCS:AbrMav05	tcs	2005	AbrMav	TCS:AbrMav05	DBLP:journals/tcs/AbramskyM05
journals/tcs/AbramskyMP12	TCS:AbrMisPal12	tcs	2012	AbrMisPal	TCS:AbrMisPal12	DBLP:journals/tcs/AbramskyMP12
journals/tcs/AbrahamsonS10	TCS:AbrSho10	tcs	2010	AbrSho	TCS:AbrSho10	DBLP:journals/tcs/AbrahamsonS10
journals/tcs/AbrahaoWZ19	TCS:AbrWehZiv19	tcs	2019	AbrWehZiv	TCS:AbrWehZiv19	DBLP:journals/tcs/AbrahaoWZ19
journals/tcs/Abraham11	TCS:Abraham11	tcs	2011	Abraham	TCS:Abraham11	DBLP:journals/tcs/Abraham11
journals/tcs/Abramsky05	TCS:Abramsky05	tcs	2005	Abramsky	TCS:Abramsky05	DBLP:journals/tcs/Abramsky05
journals/tcs/Abramsky14	TCS:Abramsky14	tcs	2014	Abramsky	TCS:Abramsky14	DBLP:journals/tcs/Abramsky14
journals/tcs/Abramsky20	TCS:Abramsky20	tcs	2020	Abramsky	TCS:Abramsky20	DBLP:journals/tcs/Abramsky20
journals/tcs/AbuAffashBC24	TCS:AbuBhoCar24	tcs	2024	AbuBhoCar	TCS:AbuBhoCar24	DBLP:journals/tcs/AbuAffashBC24
journals/tcs/Abu-KhzamBS17	TCS:AbuBonSik17	tcs	2017	AbuBonSik	TCS:AbuBonSik17	DBLP:journals/tcs/Abu-KhzamBS17
journals/tcs/Abu-AffashCK21	TCS:AbuCarKat21	tcs	2021	AbuCarKat	TCS:AbuCarKat21	DBLP:journals/tcs/Abu-AffashCK21
journals/tcs/AbujaradK11	TCS:AbuKul11	tcs	2011	AbuKul	TCS:AbuKul11	DBLP:journals/tcs/AbujaradK11
journals/tcs/AbuKhzamMS23	TCS:AbuMakShe23	tcs	2023	AbuMakShe	TCS:AbuMakShe23	DBLP:journals/tcs/AbuKhzamMS23
journals/tcs/AcciaiB08	TCS:AccBor08	tcs	2008	AccBor	TCS:AccBor08	DBLP:journals/tcs/AcciaiB08
journals/tcs/Accattoli15	TCS:Accattoli15	tcs	2015	Accattoli	TCS:Accattoli15	DBLP:journals/tcs/Accattoli15
journals/tcs/AcerbiDF09	TCS:AceDenFor09	tcs	2009	AceDenFor	TCS:AceDenFor09	DBLP:journals/tcs/AcerbiDF09
journals/tcs/AcharyyaMN21	TCS:AchMahNan21	tcs	2021	AchMahNan	TCS:AchMahNan21	DBLP:journals/tcs/AcharyyaMN21
journals/tcs/AcharyyaNR18	TCS:AchNanRoy18	tcs	2018	AchNanRoy	TCS:AchNanRoy18	DBLP:journals/tcs/AcharyyaNR18
journals/tcs/AchermannN05	TCS:AchNie05	tcs	2005	AchNie	TCS:AchNie05	DBLP:journals/tcs/AchermannN05
journals/tcs/AckermanBW10	TCS:AckBenWol10	tcs	2010	AckBenWol	TCS:AckBenWol10	DBLP:journals/tcs/AckermanBW10
journals/tcs/AckermannRV09	TCS:AckRogVoc09	tcs	2009	AckRogVoc	TCS:AckRogVoc09	DBLP:journals/tcs/AckermannRV09
journals/tcs/AckermanS09	TCS:AckSha09	tcs	2009	AckSha	TCS:AckSha09	DBLP:journals/tcs/AckermanS09
journals/tcs/AcunaDM06	TCS:AcuDidMaa06	tcs	2006	AcuDidMaa	TCS:AcuDidMaa06	DBLP:journals/tcs/AcunaDM06
journals/tcs/AdamczewskiA07	TCS:AdaAll07	tcs	2007	AdaAll	TCS:AdaAll07	DBLP:journals/tcs/AdamczewskiA07
journals/tcs/AdakD21	TCS:AdaDas21	tcs	2021	AdaDas	TCS:AdaDas21	DBLP:journals/tcs/AdakD21
journals/tcs/AdamoudisDP24	TCS:AdaDraPou24	tcs	2024	AdaDraPou	TCS:AdaDraPou24	DBLP:journals/tcs/AdamoudisDP24
journals/tcs/AdarE13	TCS:AdaEps13	tcs	2013	AdaEps	TCS:AdaEps13	DBLP:journals/tcs/AdarE13
journals/tcs/AdamowiczK04	TCS:AdaKol04	tcs	2004	AdaKol	TCS:AdaKol04	DBLP:journals/tcs/AdamowiczK04
journals/tcs/AdaliLM12	TCS:AdaLiuMag12	tcs	2012	AdaLiuMag	TCS:AdaLiuMag12	DBLP:journals/tcs/AdaliLM12
journals/tcs/AdaoMV14	TCS:AdaMatVig14	tcs	2014	AdaMatVig	TCS:AdaMatVig14	DBLP:journals/tcs/AdaoMV14
journals/tcs/AdamekM19	TCS:AdaMil19	tcs	2019	AdaMil	TCS:AdaMil19	DBLP:journals/tcs/AdamekM19
journals/tcs/AdamekMV04	TCS:AdaMilVel04	tcs	2004	AdaMilVel	TCS:AdaMilVel04	DBLP:journals/tcs/AdamekMV04
journals/tcs/AdamekMV07	TCS:AdaMilVel07	tcs	2007	AdaMilVel	TCS:AdaMilVel07	DBLP:journals/tcs/AdamekMV07
journals/tcs/AdamekMV11	TCS:AdaMilVel11	tcs	2011	AdaMilVel	TCS:AdaMilVel11	DBLP:journals/tcs/AdamekMV11
journals/tcs/AdamekMV14	TCS:AdaMilVel14	tcs	2014	AdaMilVel	TCS:AdaMilVel14	DBLP:journals/tcs/AdamekMV14
journals/tcs/AdarichevaN17	TCS:AdaNat17	tcs	2017	AdaNat	TCS:AdaNat17	DBLP:journals/tcs/AdarichevaN17
journals/tcs/AdarichevaNV25	TCS:AdaNouVil25	tcs	2025	AdaNouVil	TCS:AdaNouVil25	DBLP:journals/tcs/AdarichevaNV25
journals/tcs/AdamekP04	TCS:AdaPor04	tcs	2004	AdaPor	TCS:AdaPor04	DBLP:journals/tcs/AdamekP04
journals/tcs/Adamek06	TCS:Adamek06	tcs	2006	Adamek	TCS:Adamek06	DBLP:journals/tcs/Adamek06
journals/tcs/Adamson25	TCS:Adamson25	tcs	2025	Adamson	TCS:Adamson25	DBLP:journals/tcs/Adamson25
journals/tcs/Adian05	TCS:Adian05	tcs	2005	Adian	TCS:Adian05	DBLP:journals/tcs/Adian05
journals/tcs/AdjiashviliP10	TCS:AdjPel10	tcs	2010	AdjPel	TCS:AdjPel10	DBLP:journals/tcs/AdjiashviliP10
journals/tcs/AdlerGK12	TCS:AdlGavKli12	tcs	2012	AdlGavKli	TCS:AdlGavKli12	DBLP:journals/tcs/AdlerGK12
journals/tcs/AdlerK15	TCS:AdlKan15	tcs	2015	AdlKan	TCS:AdlKan15	DBLP:journals/tcs/AdlerK15
journals/tcs/AertsLS25	TCS:AerLepSoz25	tcs	2025	AerLepSoz	TCS:AerLepSoz25	DBLP:journals/tcs/AertsLS25
journals/tcs/AfekG15	TCS:AfeGaf15	tcs	2015	AfeGaf	TCS:AfeGaf15	DBLP:journals/tcs/AfekG15
journals/tcs/AfratiLM06	TCS:AfrLiMit06	tcs	2006	AfrLiMit	TCS:AfrLiMit06	DBLP:journals/tcs/AfratiLM06
journals/tcs/Afrati11	TCS:Afrati11	tcs	2011	Afrati	TCS:Afrati11	DBLP:journals/tcs/Afrati11
journals/tcs/AgarwalJP15	TCS:AgaJaiPal15	tcs	2015	AgaJaiPal	TCS:AgaJaiPal15	DBLP:journals/tcs/AgarwalJP15
journals/tcs/AgerDM05	TCS:AgeDanMid05	tcs	2005	AgeDanMid	TCS:AgeDanMid05	DBLP:journals/tcs/AgerDM05
journals/tcs/AgnarssonHL13	TCS:AgnHalLos13	tcs	2013	AgnHalLos	TCS:AgnHalLos13	DBLP:journals/tcs/AgnarssonHL13
journals/tcs/AgrawalL11	TCS:AgrLi11	tcs	2011	AgrLi	TCS:AgrLi11	DBLP:journals/tcs/AgrawalL11
journals/tcs/AgrawalM21	TCS:AgrMai21	tcs	2021	AgrMai	TCS:AgrMai21	DBLP:journals/tcs/AgrawalM21
journals/tcs/AguiloAD04	TCS:AguArtDie04	tcs	2004	AguArtDie	TCS:AguArtDie04	DBLP:journals/tcs/AguiloAD04
journals/tcs/AguadoM11	TCS:AguMen11	tcs	2011	AguMen	TCS:AguMen11	DBLP:journals/tcs/AguadoM11
journals/tcs/AhadiDM17	TCS:AhaDehMol17	tcs	2017	AhaDehMol	TCS:AhaDehMol17	DBLP:journals/tcs/AhadiDM17
journals/tcs/AhadiMZ14	TCS:AhaMozZar14	tcs	2014	AhaMozZar	TCS:AhaMozZar14	DBLP:journals/tcs/AhadiMZ14
journals/tcs/AhadiZ19	TCS:AhaZar19	tcs	2019	AhaZar	TCS:AhaZar19	DBLP:journals/tcs/AhadiZ19
journals/tcs/AhernY07	TCS:AheYos07	tcs	2007	AheYos	TCS:AheYos07	DBLP:journals/tcs/AhernY07
journals/tcs/AhireA22	TCS:AhiAbr22	tcs	2022	AhiAbr	TCS:AhiAbr22	DBLP:journals/tcs/AhireA22
journals/tcs/AhmedKP22	TCS:AhmKouPie22	tcs	2022	AhmKouPie	TCS:AhmKouPie22	DBLP:journals/tcs/AhmedKP22
journals/tcs/Ahmed0K20	TCS:AhmRahKob20	tcs	2020	AhmRahKob	TCS:AhmRahKob20	DBLP:journals/tcs/Ahmed0K20
journals/tcs/AhnB25	TCS:AhnBae25	tcs	2025	AhnBae	TCS:AhnBae25	DBLP:journals/tcs/AhnB25
journals/tcs/AiguierBK12	TCS:AigBouKan12	tcs	2012	AigBouKan	TCS:AigBouKan12	DBLP:journals/tcs/AiguierBK12
journals/tcs/AignerMM05	TCS:AigMarMon05	tcs	2005	AigMarMon	TCS:AigMarMon05	DBLP:journals/tcs/AignerMM05
journals/tcs/AilonHT16	TCS:AilHatTak16	tcs	2016	AilHatTak	TCS:AilHatTak16	DBLP:journals/tcs/AilonHT16
journals/tcs/Ailon20	TCS:Ailon20	tcs	2020	Ailon	TCS:Ailon20	DBLP:journals/tcs/Ailon20
journals/tcs/AishwaryaprajnaR23	TCS:AisRow23	tcs	2023	AisRow	TCS:AisRow23	DBLP:journals/tcs/AishwaryaprajnaR23
journals/tcs/Akama04	TCS:Akama04	tcs	2004	Akama	TCS:Akama04	DBLP:journals/tcs/Akama04
journals/tcs/Akama11	TCS:Akama11	tcs	2011	Akama	TCS:Akama11	DBLP:journals/tcs/Akama11
journals/tcs/AkimotoAH20	TCS:AkiAugHan20	tcs	2020	AkiAugHan	TCS:AkiAugHan20	DBLP:journals/tcs/AkimotoAH20
journals/tcs/AkibaI16	TCS:AkiIwa16	tcs	2016	AkiIwa	TCS:AkiIwa16	DBLP:journals/tcs/AkibaI16
journals/tcs/AkitayaLT20	TCS:AkiLofTot20	tcs	2020	AkiLofTot	TCS:AkiLofTot20	DBLP:journals/tcs/AkitayaLT20
journals/tcs/AkimotoMT15	TCS:AkiMorTey15	tcs	2015	AkiMorTey	TCS:AkiMorTey15	DBLP:journals/tcs/AkimotoMT15
journals/tcs/AkramS25	TCS:AkrSax25	tcs	2025	AkrSax	TCS:AkrSax25	DBLP:journals/tcs/AkramS25
journals/tcs/AlKhazali25	TCS:AlKhazali25	tcs	2025	AlKhazali	TCS:AlKhazali25	DBLP:journals/tcs/AlKhazali25
journals/tcs/AlataG25	TCS:AlaGim25	tcs	2025	AlaGim	TCS:AlaGim25	DBLP:journals/tcs/AlataG25
journals/tcs/AlafinMS26	TCS:AlaMerSpi26	tcs	2026	AlaMerSpi	TCS:AlaMerSpi26	DBLP:journals/tcs/AlafinMS26
journals/tcs/AlajajiS25	TCS:AlaSal25	tcs	2025	AlaSal	TCS:AlaSal25	DBLP:journals/tcs/AlajajiS25
journals/tcs/AlbayrakB23	TCS:AlbBel23	tcs	2023	AlbBel	TCS:AlbBel23	DBLP:journals/tcs/AlbayrakB23
journals/tcs/AlbersH12	TCS:AlbHel12	tcs	2012	AlbHel	TCS:AlbHel12	DBLP:journals/tcs/AlbersH12
journals/tcs/AlbersL21	TCS:AlbLad21	tcs	2021	AlbLad	TCS:AlbLad21	DBLP:journals/tcs/AlbersL21
journals/tcs/AlbersM11	TCS:AlbMar11	tcs	2011	AlbMar	TCS:AlbMar11	DBLP:journals/tcs/AlbersM11
journals/tcs/AlbersQ21	TCS:AlbQue21	tcs	2021	AlbQue	TCS:AlbQue21	DBLP:journals/tcs/AlbersQ21
journals/tcs/Al-BatainehR017	TCS:AlbReyFre17	tcs	2017	AlbReyFre	TCS:AlbReyFre17	DBLP:journals/tcs/Al-BatainehR017
journals/tcs/AldiniB05	TCS:AldBer05	tcs	2005	AldBer	TCS:AldBer05	DBLP:journals/tcs/AldiniB05
journals/tcs/AldiniB07	TCS:AldBer07	tcs	2007	AldBer	TCS:AldBer07	DBLP:journals/tcs/AldiniB07
journals/tcs/AldiniB20	TCS:AldBer20	tcs	2020	AldBer	TCS:AldBer20	DBLP:journals/tcs/AldiniB20
journals/tcs/AldenM16	TCS:AldMii16	tcs	2016	AldMii	TCS:AldMii16	DBLP:journals/tcs/AldenM16
journals/tcs/Aldini12	TCS:Aldini12	tcs	2012	Aldini	TCS:Aldini12	DBLP:journals/tcs/Aldini12
journals/tcs/AlexandruAH22	TCS:AleAmaHor22	tcs	2022	AleAmaHor	TCS:AleAmaHor22	DBLP:journals/tcs/AlexandruAH22
journals/tcs/AlessiBD06	TCS:AleBarDez06	tcs	2006	AleBarDez	TCS:AleBarDez06	DBLP:journals/tcs/AlessiBD06
journals/tcs/AleardiDS08	TCS:AleDevSch08	tcs	2008	AleDevSch	TCS:AleDevSch08	DBLP:journals/tcs/AleardiDS08
journals/tcs/AlessiDL04	TCS:AleDezLus04	tcs	2004	AleDezLus	TCS:AleDezLus04	DBLP:journals/tcs/AlessiDL04
journals/tcs/AlekseyevP08	TCS:AlePev08	tcs	2008	AlePev	TCS:AlePev08	DBLP:journals/tcs/AlekseyevP08
journals/tcs/Alekhnovich04	TCS:Alekhnovich04	tcs	2004	Alekhnovich	TCS:Alekhnovich04	DBLP:journals/tcs/Alekhnovich04
journals/tcs/Alessi08	TCS:Alessi08	tcs	2008	Alessi	TCS:Alessi08	DBLP:journals/tcs/Alessi08
journals/tcs/AlfaroHK07	TCS:AlfHenKup07	tcs	2007	AlfHenKup	TCS:AlfHenKup07	DBLP:journals/tcs/AlfaroHK07
journals/tcs/AlfandariT21	TCS:AlfTou21	tcs	2021	AlfTou	TCS:AlfTou21	DBLP:journals/tcs/AlfandariT21
journals/tcs/AlhazovC17	TCS:AlhCoj17	tcs	2017	AlhCoj	TCS:AlhCoj17	DBLP:journals/tcs/AlhazovC17
journals/tcs/AlhazovFI20	TCS:AlhFreIva20	tcs	2020	AlhFreIva	TCS:AlhFreIva20	DBLP:journals/tcs/AlhazovFI20
journals/tcs/AlhazovLP10	TCS:AlhLiPet10	tcs	2010	AlhLiPet	TCS:AlhLiPet10	DBLP:journals/tcs/AlhazovLP10
journals/tcs/AlhazovPR09	TCS:AlhPetRog09	tcs	2009	AlhPetRog	TCS:AlhPetRog09	DBLP:journals/tcs/AlhazovPR09
journals/tcs/AlhakimSS21	TCS:AlhSalSaw21	tcs	2021	AlhSalSaw	TCS:AlhSalSaw21	DBLP:journals/tcs/AlhakimSS21
journals/tcs/AlhazovV11	TCS:AlhVer11	tcs	2011	AlhVer	TCS:AlhVer11	DBLP:journals/tcs/AlhazovV11
journals/tcs/AlizadehAB19	TCS:AliAfrBon19	tcs	2019	AliAfrBon	TCS:AliAfrBon19	DBLP:journals/tcs/AlizadehAB19
journals/tcs/AlimiDF22	TCS:AliDanFor22	tcs	2022	AliDanFor	TCS:AliDanFor22	DBLP:journals/tcs/AlimiDF22
journals/tcs/AlistarhER23	TCS:AliEllRyb23	tcs	2023	AliEllRyb	TCS:AliEllRyb23	DBLP:journals/tcs/AlistarhER23
journals/tcs/AlizadehE18	TCS:AliEte18	tcs	2018	AliEte	TCS:AliEte18	DBLP:journals/tcs/AlizadehE18
journals/tcs/AlipourGJ18	TCS:AliGhoJaf18	tcs	2018	AliGhoJaf	TCS:AliGhoJaf18	DBLP:journals/tcs/AlipourGJ18
journals/tcs/AlloucheM11	TCS:AllMai11	tcs	2011	AllMai	TCS:AllMai11	DBLP:journals/tcs/AlloucheM11
journals/tcs/AllauzenM04	TCS:AllMoh04	tcs	2004	AllMoh	TCS:AllMoh04	DBLP:journals/tcs/AllauzenM04
journals/tcs/AllartNV21	TCS:AllNieVer21	tcs	2021	AllNieVer	TCS:AllNieVer21	DBLP:journals/tcs/AllartNV21
